Name,ID,Instagram,Wikipedia,SpotifyFollowers,MonthlyListeners,Singles,TopTrackPlays,EarliestAlbum,MonthSinceRelease,Albums,AppearsOn,DiscoveredOn
Cyndi Lauper,2BTZIqw0ntH9MvilQ3ewNY,https://instagram.com/cyndilauper,-1,2061399,12443178,19,730677772,2003-11-18,225,16,102,93
PGF Glizzy,6QIGvFiCJLYs1EzwuFL7QF,-1,-1,12,10882,0,65044,-1,-1,0,1,70
Wlad Mattos,3YxiaVAqjhD6XOl77maT8h,-1,-1,176,159699,0,4857830,2012-11-15,117,2,0,98
Kikuo,5FhcqamaRFfpZb4VHV47fu,-1,-1,599656,1348129,4,87864282,2012-07-13,121,8,8,92
Cmadd,1pcklFSM9ETPe1w9Gjz8HL,https://instagram.com/_cmadd_541_,-1,46,18243,15,23112,2019-01-10,43,5,3,6
VT,6sAxiQQZfNZPbwnpFW9C1m,-1,-1,7932,24244,15,1388491,2021-03-26,17,2,21,92
Felix Mendelssohn,6MF58APd3YV72Ln2eVg710,-1,-1,445609,1616861,68,23258881,2022-04-15,4,760,280,95
Outkast,1G9G7WwrXka3Z1r7aIDjI7,https://instagram.com/outkast,https://en.wikipedia.org/wiki/Outkast,2015171,16946694,9,922096253,1994-04-26,340,9,55,91
ONY9RMX,087ZBrJyDhTGPwPsOFXXqj,-1,-1,530,233763,81,653464,2022-03-17,5,1,0,94
SBTRKT,1O10apSOoAPjOu6UhUNmeI,https://instagram.com/SBTRKT,-1,625401,918534,12,87176510,2011-06-27,134,5,28,86
DDK,7AfTMScTc5pSfjjxtatrIq,https://instagram.com/ddkdontplay,-1,17956,112934,21,1696170,-1,-1,0,11,92
Saint Punk,0oad1RRAiN1UpaOWbIB0EW,https://instagram.com/saintpunkmusic/,-1,19244,291941,30,13147001,2021-09-24,11,1,24,92
Eladio Carrion,5XJDexmWFLWOkjOEjOVX3e,-1,-1,1784774,12142993,96,164476885,2020-01-31,31,5,251,92
Lagbaja,1h4BH9g94IalkSwzrMfDnu,-1,-1,11006,17996,1,595180,-1,-1,0,5,94
Ngơ,4RGBKkUyyvsim9vdBKCCkc,https://instagram.com/saig0n_vang,-1,224779,258820,4,12349332,-1,-1,0,3,93
Amon Amarth,3pulcT2wt7FEG10lQlqDJL,https://instagram.com/amonamarth,https://en.wikipedia.org/wiki/Amon_Amarth,923490,1447581,11,71652385,2002-12-30,236,15,1,84
LKX,5flyVFnVN64C0BvNRgE6UE,-1,-1,341,22047,12,840648,-1,-1,0,27,76
NTAB Tame,0S3h7wt8buBkH1Nx7lZuDq,https://instagram.com/ntab_tame,-1,929,2392,7,22567,2022-01-07,7,2,0,3
SNBRN,2zJ8chFLjiBHRNchfevMRI,https://instagram.com/snbrn,-1,101262,1074488,47,41354878,2019-05-31,39,1,26,87
Xowie Jones,0ZlBHRn2ZsHc1FESUa43ij,https://instagram.com/xowiejones,-1,6033,42502,2,445563,-1,-1,0,0,94
Rick Derringer,1FX4aA0cUcWndv39j1YoTm,-1,-1,60769,520088,6,13447312,1994-08-23,336,20,35,90
Imran Khan,24BYRlsS8uIO4jA71mJ4Js,https://instagram.com/imrankhanworld,https://en.wikipedia.org/wiki/Imran_Khan_(singer),1419175,2777936,25,117876029,-1,-1,0,4,92
Kevin Jz Prodigy,6f7VuR9EQ1JqkWXqGwvVH5,-1,-1,787,4144,2,504883,-1,-1,0,5,56
Kim Waters,6kgHtfY7ECO4JWbOpXOu4I,-1,-1,65654,229844,4,5383752,2008-10-27,166,27,53,90
McKenna Hixson,1IxV8qZjYxxq5FP7cp8BZe,-1,-1,1001,68718,0,4804746,-1,-1,0,4,92
cktrl,2eO4klJg324zroGqnBkqk3,https://instagram.com/cktrl,-1,10373,55035,7,727345,-1,-1,0,2,94
Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,-1,-1,4195771,9567998,1,426869675,1964-10-19,694,10,30,91
Xfruge,4RaBcLfacDovpzQ38LnzMv,https://instagram.com/xfruge,-1,7978,53651,15,3332221,2018-06-18,50,1,13,94
Joy Again,4jCIAMb0zEArF3GYEYzoDk,https://instagram.com/joyagain,-1,191816,3124759,9,251712750,2014-03-28,101,2,0,92
GXNRC,1rcSwQYPXRKfRF6HxvfY0s,https://instagram.com/prod_gxnrc/,-1,629,62740,16,391820,-1,-1,0,2,94
Kmurda Da Steppa,2VPXqKCnuHb369y3DRmhAk,-1,-1,2627,3527,5,118034,-1,-1,0,2,39
SUGA,0ebNdVaOfp6N0oZ1guIxM8,-1,-1,1768896,2913641,4,194634530,-1,-1,0,9,93
Uuno Klami,6wrBDBGZ6BodhkMfsFWcNH,-1,-1,511,1396,2,80034,1995-03-31,329,13,29,9
Gary Clark Jr.,01aC2ikO4Xgb2LUpf9JfKp,-1,-1,835188,2499273,10,110840584,2012-10-22,118,5,62,90
Tom Odell,2txHhyCwHjUEpJjWrEyqyX,https://instagram.com/tompeterodell/,-1,2319677,16882507,38,976475849,2013-06-24,110,7,24,91
Tevin Campbell,5VfqJBmXcf6ZqXoGij5qTE,-1,-1,853021,1802147,5,102818522,1991-12-30,368,5,139,89
Wisin & Yandel,1wZtkThiXbVNtj6hee6dz9,https://instagram.com/wisinyyandel,https://en.wikipedia.org/wiki/Wisin_%26_Yandel,5541552,18161304,34,341495480,2010-01-01,151,23,1799,94
LKM,72bHPNx6XJlnOXdZz5nsce,https://instagram.com/lkm_cuba,-1,3062,49130,15,607243,2012-12-30,116,9,53,91
R.L. Beats,0EYPvjUpwFLKU6KHM6ecCO,https://instagram.com/rlbeats,-1,1274,95361,44,2097005,-1,-1,0,3,92
Nujabes,3Rq3YOF9YG9YfCWD4D56RZ,-1,-1,742702,1037209,6,42711199,2003-08-21,228,4,10,90
Rainbow Kitten Surprise,4hz8tIajF2INpgM0qzPJz2,https://instagram.com/rksbandofficial,-1,754029,3405031,9,121721926,2013-11-19,105,4,0,88
BC Unidos,2gn19OAsopaOKSrDw9ma08,-1,-1,2014,15908,6,2473388,2018-06-15,50,1,1,88
Mt. Eden,3YAy9OUnnRsk2JLTaOLcw2,https://instagram.com/mtedenofficial,https://en.wikipedia.org/wiki/Mt_Eden_(band),89760,185547,23,18280987,-1,-1,0,4,87
Tanishk Bagchi,4f7KfxeHq9BiylGmyXepGt,https://instagram.com/tanishk_bagchi,https://wikipedia.org/wiki/Tanishk_Bagchi,1818833,13831400,145,196809247,2018-08-20,48,6,154,96
Rvssian,1fctva4kpRbg2k3v7kwRuS,https://instagram.com/rvssian/,https://en.wikipedia.org/wiki/Rvssian,1931314,13366738,28,322442566,-1,-1,0,67,93
Lstn,0OO1zgX3CUfJQwoOEBSKSp,https://instagram.com/lstnmusic/,-1,25255,957669,81,19541975,2018-03-08,53,5,0,93
Nathaniel Rateliff & The Night Sweats,02seUFsFQP7TH4hLrTj77o,https://instagram.com/nathanielrateliff,https://en.wikipedia.org/wiki/Nathaniel_Rateliff,538572,2136560,8,143253825,2015-08-21,84,5,55,87
Gryffin,2ZRQcIgzPCVaT9XKhXZIzh,https://instagram.com/gryffin,https://en.wikipedia.org/wiki/Gryffin,839862,10414382,71,235168607,2019-10-24,34,2,431,90
Sunwoojunga,04L3elxyr0XFua2Ek3domW,https://instagram.com/sunwoojunga_official,-1,75092,335475,39,6590858,2006-09-08,191,6,64,92
The WDK,7BjXzlFvhzGqLjkwed76lA,https://instagram.com/thewdkmusic,-1,3721,6428,6,818240,-1,-1,0,0,63
Yzer,6ddEkqVqLpfgQwaGQGMXCQ,-1,-1,28,6220,2,4942623,-1,-1,0,3,73
Jhameel,7uHOp2UvCRbPU1sNKk57hv,https://instagram.com/jhameel,-1,19413,51767,24,3280825,2009-09-01,155,3,17,88
qtae,40hapBaGBaFnOw6MGClSN4,https://instagram.com/qtae.369,-1,2423,16082,20,306570,-1,-1,0,4,93
Marvin Gaye,3koiLjNrgRTNbOwViDipeA,-1,-1,4683032,13463969,12,850179420,1985-11-01,441,43,795,92
Lil Eazzyy,0rpUnzu4JIoRkKkGvdcm7b,https://instagram.com/lileazzyyy,-1,116971,2209836,15,135442106,2020-11-20,21,3,37,92
Jway,71QhFy0b8JbnzKYvc4hNpw,https://instagram.com/iamjway_/,-1,157,61,23,113564,2020-02-07,30,2,7,1
Two Door Cinema Club,536BYVgOnRky0xjsPT96zl,https://instagram.com/twodoorcinemaclub,https://en.wikipedia.org/wiki/Two_Door_Cinema_Club,2191248,6173053,24,562688613,2010-02-17,150,8,27,90
DJ PP,5mrbZMjvRmXg6s1PeSWSoZ,https://instagram.com/djppofficial,-1,5832,138537,128,6142972,2012-02-17,126,16,465,92
Ihsahn,2E1jLcUfqd9w2XtybNB2Za,https://instagram.com/ihsahnofficial,-1,91743,98553,9,1722066,2006-04-05,196,7,13,88
Nbhd Nick,0bVFLYmOtn6jqiRlmVnz9w,-1,-1,24094,702515,45,15467705,2020-02-21,30,1,8,92
Inclination,4b3YHpER4myVsne2QK3kXe,https://instagram.com/inclinationx,-1,19667,36349,5,815182,-1,-1,0,3,91
Kkeda,0seIm2Vmyh7V7oqRX2uZtC,https://instagram.com/kkedaofficial,-1,797,30186,4,486058,-1,-1,0,2,94
Gwangil Jo,49cCO8Hy5heGnXj9hb6KEW,-1,-1,36523,148987,18,3576538,2020-10-16,22,1,15,93
Xomu,3p6jTRjtl5OQ0MSMWMf5u4,-1,-1,13169,67561,24,1316477,-1,-1,0,9,91
Lifeway Worship,3JKSiFPFpKSntu64OwWnIw,https://instagram.com/LifeWayWorship,-1,2706,38602,7,634594,2021-06-18,14,50,0,91
Banda Uó,6pr6scAuXM1recaVhecm6F,-1,-1,118326,69431,3,5216515,2012-09-04,119,3,1,87
Ra,4qrdhnXBOzRt9OSmL29IFO,https://instagram.com/officialraband,https://en.wikipedia.org/wiki/Ra_(American_band),110408,426073,17,19607833,2002-01-01,247,7,12,88
U.D.O.,2aWjaq32aRQo58dw0w8NM6,https://instagram.com/u.d.o._official/,-1,186055,332653,17,6756905,2013-05-24,111,27,7,85
UH Prod,6zaFgOyDBqbcaCgeZvSsQ0,https://instagram.com/uhprod/,-1,565,12065,14,188242,2021-04-01,16,17,0,94
VxPxOxAxAxWxAxMxC,68deyfYT2EjfRxrdhc1M5a,-1,-1,4956,2254,2,27836,-1,-1,0,1,61
Fat Max Gsus,4FJvChnzwDxBkD1jzSjNPq,-1,-1,245,330551,0,11063121,-1,-1,0,1,95
DVRKCLOUD,3d5iL1jm2HGMJS1woaIohE,https://instagram.com/dvrkcloud.wav/,-1,1214,62011,18,718773,-1,-1,0,11,92
Eydie Gormé,6HnHBbeScFiQKXt3sUQA3Z,-1,-1,89484,1374435,1,54583866,2018-07-13,49,59,58,92
Ebony Jenae,6W18x5mxdl9uzcETfF21Uo,-1,-1,2447,37771,3,405930,-1,-1,0,1,95
Xriz,2CbZTubQz6tdFmZ3TDUwp7,https://instagram.com/xriztagram,-1,162872,322856,43,21187707,2015-03-10,89,3,59,88
QMac,75esZ3lSPwV4n4vHoCXaj8,-1,-1,9,272,0,40323,-1,-1,0,2,1
Foxes,7qRll6DYV06u2VuRPAVqug,https://instagram.com/iamfoxes,-1,298413,811025,31,19259863,2014-05-12,99,4,155,88
"Matthew ""Mdot"" Finley",6VlHZVWsWDe7xtzWk5HxCk,-1,-1,13043,228964,8,18510475,-1,-1,0,2,89
YDtheBEST,0ryMvCAbr1oc9K71s2oThm,https://instagram.com/ydthebest,-1,58,22,10,24069,2018-09-25,47,2,10,0
livetune,6dFG0zTOaowuOignddONDP,-1,-1,90554,153928,4,7556404,2008-08-27,168,3,3,90
UEBO,4ZdEBA9PcwlKaC0hBZ2hhQ,https://instagram.com/uebo.ssw/?hl=ja,https://ja.wikipedia.org/wiki/UEBO,6378,37528,31,414976,2016-11-18,69,1,0,89
Omah Lay,5yOvAmpIR7hVxiS6Ls5DPO,https://instagram.com/Omah_Lay,-1,596237,4207177,19,46841862,2022-07-14,1,1,123,93
Jngeis,1X5nuNY0Ht6Yt2xaya4ZQE,-1,-1,44,35399,3,733843,-1,-1,0,0,28
Whirr,1tnjjbgszXYa8BbyTzwM0w,-1,-1,72006,264729,4,5894680,2012-03-13,125,4,1,89
JayDaYoungan,0E3pLs4jXz9tDQGY8m1A1d,https://instagram.com/jaydayoungan/,-1,1112282,1638202,19,123311177,2017-11-21,57,10,68,91
Mondo Loops,1XFN3VcuKr4tsTtQlRiTgK,https://instagram.com/mondoloops,-1,35322,1865007,44,21931640,2020-05-22,27,6,83,94
Pure Relaxing Vibes,4XdPbkEAdTU7KDmfOCIakS,https://instagram.com/pure_relaxing_vibes/,-1,3803,45552,35,3569410,2021-04-28,16,6,0,98
Effin,6l0u1oM2imxw0isrGcXpmH,https://instagram.com/effinofficial,-1,16063,160949,23,1525911,-1,-1,0,16,92
Réka Ioescu,57Mmf69hQyTIEZxSCo4k5H,-1,-1,821,146347,5,59208444,-1,-1,0,24,96
Twilight Sparkle,53CQUfjaBNRwV2nFro1nac,-1,-1,12670,255422,0,6933556,2022-02-05,6,2,68,96
creamy,2uSVRVjYZ0PlJPdFHnBETu,https://instagram.com/creamydotcom,-1,19020,4075567,429,36707711,2022-04-22,4,18,61,93
Aquamoon,20FQZwDT0EqBx7aSMrt5NA,-1,-1,34,178286,1,15775815,-1,-1,0,0,48
L'hirondelle,1Qwl7LUZwU7PJcFOzya29P,-1,-1,2,117,4,195651,-1,-1,0,0,0
Zmeyev,3VXe7BcibISROhxRdPuRNL,https://instagram.com/zmeyev,-1,15608,1063192,120,20653017,2018-03-23,53,7,60,93
Quinn XCII,3ApUX1o6oSz321MMECyIYd,https://instagram.com/quinnxcii,-1,712826,5417479,23,227442325,2016-03-11,77,6,52,87
Danny Elfman,5qBZETtyzfYnXOobDXbmcD,https://instagram.com/dannyelfman/,https://en.wikipedia.org/wiki/Danny_Elfman,323622,2577895,22,44386329,2018-07-13,49,60,107,93
Wxlli,0Kwrwws3EMzifol1gc0Bvl,https://instagram.com/wxllinilli,-1,1319,27899,11,451481,2021-11-22,9,1,0,93
SkySky,24pnYmyDZqfVvQGqK1RZ9b,-1,-1,404,189671,14,5649859,2020-11-26,21,1,1,93
Jmsey,0P1f2YvmKlXYF7aZPKefuv,https://instagram.com/jmsey,-1,2050,28742,13,1225393,-1,-1,0,2,91
The Glitch Mob,3a9qv6NLHnsVxJUtKOMHvD,https://instagram.com/theglitchmob,https://en.wikipedia.org/wiki/The_Glitch_Mob,541916,2219557,11,220446359,2010-06-08,146,9,14,89
Cstn FBI Dark,1lXRI0e7AY4WVcd2OwDhbX,https://instagram.com/cstn_fbi_dark,-1,2299,306,29,475764,-1,-1,0,0,11
NIK NXK,4WfSDfegimyagxcqqOhGo8,-1,-1,2488,25879,2,149985,-1,-1,0,0,93
Tsuko G.,72N7tHkeEBWSedHqPUGXhy,https://instagram.com/tsukog,-1,57432,416628,81,39015561,2015-03-10,89,4,3,90
Ahee,1gbDc1TANALgP8lLvO5UEf,-1,-1,8719,136634,67,575110,2012-04-04,124,8,58,92
György Ligeti,1zb5zmIuX2lTbzcn7YeQlg,-1,-1,60120,82542,4,4494856,2014-03-21,101,50,408,94
Tierra Cali,4JqzwqRUOCEHeIVRDWG5Jv,-1,-1,812116,831317,46,20631830,2015-08-28,84,23,39,93
Jacob Lee,4xPR9p75zzDlisJvvhEYl2,https://instagram.com/jacobleemusic/,-1,179730,635177,43,31526572,2019-01-11,43,6,16,86
SZNS,6sXCWim4vseRSFg2QsNDw3,https://instagram.com/sznsofficial/,-1,7842,59997,5,2784497,-1,-1,0,0,93
Żywiołak,3EYuaOf6w8uTG7eM8vpMLH,https://instagram.com/zywiolak_band,-1,27475,152038,7,3664027,2008-12-13,164,7,2,90
"Hank Williams, Jr.",2dyeCWctcFRt3Pha76ONgb,-1,https://en.wikipedia.org/wiki/Hank_Williams_Jr.,1319884,2710191,9,118703280,2002-01-08,247,47,70,89
Krayzie Bone,53B8dEQzmtefvkdCAkO0YR,https://instagram.com/Krayzie_Bone,-1,297745,341438,32,12207505,2015-02-24,90,22,247,87
VV,5QeGMmMBYG14aeTzkVny1l,-1,-1,40773,49635,2,2170463,-1,-1,0,0,93
IQ,10jSImvLGufcMdETaNGvsv,https://instagram.com/iquniverse_,-1,12823,240390,36,3090337,2019-06-07,38,1,37,91
Fred Engay,007MmXwT1HwcXwuyROgNJb,https://instagram.com/alfredojr.engay/,-1,6190,390022,23,5352716,2021-08-21,12,1,1,97
Vitico Castillo,0KMBgCcUDMtzdbLmF6EqAU,-1,-1,46237,86393,11,2587506,2017-12-05,56,5,4,92
Shoreline Mafia,4tYSBptyGeVyZsk8JC4JHZ,-1,-1,1011969,2476460,14,205214991,2018-05-04,51,6,156,91
Qbit,4FI9NgtqKoJiCkuBNttE63,https://instagram.com/qbituk,-1,313,71448,5,2166649,-1,-1,0,3,94
lil qzik,7FfjyTdeqZXs8xTMHQrvdA,https://instagram.com/lilqzik,-1,775,151382,8,2590960,-1,-1,0,1,94
P.B.C.,6rpsZjNEP9k0OVMSScTNoh,-1,-1,3935,2599,0,82866,2000-12-30,260,3,2,32
yvngxchris,2qB0DlFsQOpNh0bdMCJLwr,-1,-1,273436,1370577,15,26587144,-1,-1,0,66,94
j^p^n,6s3PbveUJMvMwZHyQUAPV4,-1,-1,109161,916434,0,34071621,2016-01-04,79,14,5,92
SXULTAPE VISION,11pTOKTAlFx62eL6hrkpFa,https://instagram.com/sxultape/,-1,1194,33092,7,484187,2021-05-17,15,1,2,94
HD Samples,5g6ms4onQXK7dTBgUX9ghX,-1,-1,15,19187,2,2600370,2022-05-31,3,26,0,11
GDJYB 雞蛋蒸肉餅,06LP6816j1i658mANtPNVc,-1,https://en.m.wikipedia.org/wiki/GDJYB,10711,8695,5,262951,2014-09-06,95,1,6,93
Pratt & McClain,3vNHR4OsgOsktxndG612B7,-1,-1,963,183166,0,8997125,1976-12-30,548,1,14,91
ZL-Project,4w8PGLhS3yzYSzeV3x2hkA,https://instagram.com/zlproject/,-1,5667,199597,59,12596418,-1,-1,0,1,87
jtbs,6IWDRzTxF8cEkf0dXYMSrb,-1,-1,1786,28259,5,280165,2018-12-16,44,8,17,93
Paul Simon,2CvCyf1gEVhI0mX6aFXmVI,https://instagram.com/paulsimonofficial,-1,1915686,7453188,2,453598243,1997-11-18,297,21,150,92
MF Khaos,73glSeeJB3eqnaURLOYypH,-1,-1,8274,48180,32,1096616,2019-12-25,32,15,21,92
Agustín Amigó,3hUFjtgMr2bvq6E6tY7yQB,https://instagram.com/agustinamigoguitar,https://de.wikipedia.org/wiki/Agustin_Amigo,4524,257618,69,8377736,2019-04-12,40,8,2,96
Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,https://instagram.com/Aerosmith,-1,12531625,17764609,2,745445210,1987-06-01,422,21,189,93
Tiger JK,11S00dFcvNvJahis8MTGMD,https://instagram.com/drunkentigerjk,https://en.wikipedia.org/wiki/Tiger_JK?wprov=sfti1,32961,291264,13,35102994,1995-07-27,325,2,47,90
D-Nice,4MbFOE7rR1KpTjHTw1gjWH,-1,-1,78325,137497,7,8376850,1991-03-31,377,2,7,93
Is0kenny,1gDoTzsseyqOOrvKCCY2sb,https://instagram.com/Is0kenny,-1,40497,271642,18,1836593,2022-06-28,2,1,0,91
Rio Da Yung Og,6O1vRHWVGKJTnWuJmItnsx,https://instagram.com/rio_da_yung__0g____?igshid=wo3xdtr0nxek,-1,122775,562363,77,10251661,2019-10-17,34,14,286,93
VMC,6rA3wvD2kHf18YOx1qz2xk,https://instagram.com/djvmc,-1,2380,18794,30,572204,2018-04-05,52,1,71,92
Shayne Ward,6H4lieipng8aGu3Hbd1UeJ,https://instagram.com/shaynetward/,-1,277933,745010,12,32550592,2006-04-17,196,6,10,88
Chris Ardoin,0ejKajmLi2MClrte6SV5BC,-1,-1,14760,18359,2,831955,2011-03-15,137,14,9,88
uki3,6G1uy0nAElYhcS94PecPw1,-1,-1,7096,33487,8,2588890,2017-11-12,57,1,0,92
Rico Nasty,2OaHYHb2XcFPvqL3VsyPzU,https://instagram.com/riconasty,-1,939131,4244421,49,113257411,2017-05-19,63,6,272,92
Ebi,3pI1XXzzKOYdYCLWurc2Ky,https://instagram.com/ebi/,https://en.wikipedia.org/wiki/Ebi,201244,119648,16,2514263,1996-06-18,314,20,54,93
dvr,5Xpb5H2bMANDgdjX287U6k,https://instagram.com/dvrtrax/,-1,12335,113472,7,2028107,-1,-1,0,1,93
Tmcthedon,2Oq48y2ccWDR5IepmZnnXH,-1,-1,5440,31866,10,2490662,2019-11-15,33,2,13,93
Qsie,0TpJhOu1e3XJ1kNIGrmbMf,-1,-1,377,14848,3,65531,2021-04-02,16,1,0,38
TKKG Retro-Archiv,0i38tQX5j4gZ0KS3eCMoIl,https://instagram.com/europa_family,-1,30612,88166,45,564353,-1,-1,0,0,93
JD Daigotti,5lakdbdmiqkVO5YMIvBzER,https://instagram.com/JDDaigotti/,-1,380,38267,21,104777,2019-02-18,42,3,11,19
The Hip Abduction,5V46QXboFTCK5MP40SwVRK,https://instagram.com/thehipabduction,-1,26547,706445,24,6905881,2011-10-29,130,7,5,91
Israel Kamakawiwo'ole,4ogvuDRerGhZfSf7TtzHlr,https://instagram.com/officializhawaii,https://en.wikipedia.org/wiki/israel_kamakawiwoʻole,415052,3672378,1,269767275,1993-11-01,345,7,3,92
R.W. Hampton,3D2wkaXTCdkvffNbWZM01R,-1,-1,2242,5741,3,92124,1998-12-30,284,11,2,95
Metallica,2ye2Wgw4gimLv2eAKyk1NB,https://instagram.com/metallica,https://en.wikipedia.org/wiki/Metallica,22296434,26760684,8,910283505,1999-11-23,273,24,22,92
Zwaargewicht,6tpe6CWK55kbu2t2lNAiBS,-1,-1,77,2319,1,211216,-1,-1,0,5,38
DZ Deathrays,0qGPycvPHafmEPTOm4M7Tu,https://instagram.com/dzdeathrays,https://en.wikipedia.org/wiki/DZ_Deathrays,63343,120105,25,6489595,2012-04-06,124,6,6,87
Oro Solido,7wLYNBd1fXGEKSLJMNnlt4,-1,-1,139447,892429,7,25346204,2016-04-13,76,16,28,95
DJ Dahi,5BozIJTTNCufaZpjhy2der,-1,-1,3975,2515246,1,147607927,-1,-1,0,4,94
Army Of The Pharaohs,13FswnDmTIttTpiK9PS0BI,-1,https://en.wikipedia.org/wiki/Army_of_the_Pharaohs,117023,322820,2,21005363,2006-03-21,197,5,6,87
League of Legends,47mIJdHORyRerp4os813jD,https://instagram.com/leagueoflegends,https://en.wikipedia.org/wiki/League_of_Legends,1485212,22032098,80,829195772,2019-10-14,34,19,88,91
HKT48,4gEIINdqeWnlTnmdsCUVBf,https://instagram.com/official_hkt48,https://ja.wikipedia.org/wiki/HKT48,60589,61630,16,779263,2021-12-01,8,1,5,91
QG,2MtpoQ7X39CySVKyTPcTde,https://instagram.com/officialq.g/,-1,137,263925,5,2853840,-1,-1,0,1,95
Ted Nugent,21ysNsPzHdqYN2fQ75ZswG,-1,-1,994340,1704077,4,156122328,1995-05-02,327,22,42,89
Omar Ruiz,2ylQO8qFEBINvkNNZGe4uC,https://instagram.com/omarruizoficial/,-1,428127,1033915,32,54744511,2013-09-24,107,11,31,91
Herencia de Patrones,1Q6SZxTvaE3HhslV0iXbI6,-1,-1,913839,2035446,13,85726891,2018-01-19,55,6,22,92
Indigo Kxd,01Sn37xVyiy5UVIzfrUIeL,https://instagram.com/indigokxd,-1,350,63055,3,713339,-1,-1,0,3,93
Sgt Slick,64rqoVt9ShRtUCU0bPKQll,https://instagram.com/sgt_slick,-1,2767,906933,51,12216651,-1,-1,0,30,92
WYLD,5Rw6396SuRpo6CRSLrZzKt,https://instagram.com/officialwyldmusic,-1,15294,76303,27,2414160,2022-06-17,2,1,10,94
Rupert Holmes,0TqIPD4IS1w4e30R38B3vj,-1,-1,74782,4298842,1,403164128,1978-01-01,535,7,99,92
Aoko,2AneE7YpS3dgN9XjDgv2pO,https://instagram.com/aokomusic,-1,588,90210,23,1267181,2021-06-18,14,1,4,96
Lusia Chebotina,6HaPN2wOlwvk2sJvJrF0a5,-1,-1,222068,343885,49,18968077,2019-10-11,34,2,15,92
RG,6GlTjhepIaaRrAYoEw8nAe,https://instagram.com/Rgofficial__,-1,2398,1907,11,1080357,2019-07-31,37,1,0,28
Kwesi Arthur,52iM1kP5BpnLypZ0VtrpyY,-1,-1,188282,431611,44,10488361,2019-04-26,40,2,113,92
Afro B,7oMRcCu0OYSCtCyS3P37iC,https://instagram.com/afrob__,-1,176355,1808569,43,88467895,2017-02-10,66,3,63,92
Lorna Shore,6vXYoy8ouRVib302zxaxFF,-1,-1,273889,705038,13,20733052,2015-06-09,86,4,4,92
Divoli S'vere,5auaHQB2vtaJTdrppcTAEw,https://instagram.com/divolisvere,-1,3135,18901,46,388070,2012-04-30,124,5,31,92
Echoes,4pT84mlmySh9CkiGfJA9xV,-1,-1,567,876883,4,23269882,-1,-1,0,1,95
Duke Ellington,4F7Q5NV6h5TSwCainz8S5A,-1,-1,788683,1410119,3,138641875,2014-05-27,99,117,456,93
Xyan,4EDCf6apSbfCPkoDqGyVOy,https://instagram.com/xyan_music,-1,582,18260,9,1087628,-1,-1,0,8,93
Yves Tumor,0qu422H5MOoQxGjd4IzHbS,https://instagram.com/yvestumor,https://en.wikipedia.org/wiki/Yves_Tumor,246078,1010291,12,20433519,2015-12-30,80,3,5,93
CM,2oB68SRUSHVXQ2sJkFkOTp,-1,-1,162,11939,9,390382,-1,-1,0,35,93
Htet Thiri,0fMXltm2MnsA97wxeHBn90,-1,-1,2263,1116,1,57516,-1,-1,0,2,14
MALTY 2BZ,5A7u47fziMdcEMunHjT8Kf,https://instagram.com/malty2bz/?hl=fr,-1,34076,343177,23,2905621,2020-07-31,25,1,21,92
LDE Whyte,4HIFT1PmOxn8R32MEI40pu,https://instagram.com/ldewhyte,-1,485,7658,9,78844,2019-10-17,34,3,2,39
Clan of Xymox,1wHmR7I0UlF58WFQexCPha,-1,-1,118103,239502,16,3304198,2011-05-24,135,25,9,90
Oklou,6fFcUOFcbjeIuEomuUthkw,https://instagram.com/oklou_,https://en.wikipedia.org/wiki/Oklou,55999,629519,20,7255243,2014-06-15,98,2,23,92
Novo Amor,0rZp7G3gIH6WkyeXbrZnGi,https://instagram.com/novoamor,https://en.wikipedia.org/wiki/Novo_Amor,718613,5033349,14,216674391,2017-11-10,57,4,14,91
OHHYUK,68TCVp5t1Dxi2TvNuYoYK0,https://instagram.com/hyukoh2000,https://ko.wikipedia.org/wiki/%EC%98%A4%ED%98%81,46988,168738,6,8354466,-1,-1,0,21,91
SKYYZ,37GBry7NOgPe8Lk3KT1OyF,-1,-1,164,112732,1,2173737,2021-07-23,13,1,0,69
LSD and the Search for God,2feOOr1Yjovo67byuxvjZv,-1,-1,78280,186471,2,10359141,-1,-1,0,0,93
Ahmed Malek,1F5NAWDKvoYJU3mEZQUFsB,https://instagram.com/habibifunk,-1,8340,253380,2,1023759,2016-05-13,75,2,2,94
LSC X,3xUsyHAIq5ZgiNblc6uvU1,-1,-1,477,529,18,22439,-1,-1,0,3,15
Aoi Tejima,67b7TxKHLoGyJn5hWGK0cT,-1,-1,616,112902,0,4770825,-1,-1,0,2,93
Jill Barber,0Geq9Y20DjOlUjvmFZtzGx,https://instagram.com/jillbarber,-1,41926,619858,17,34922443,2008-10-14,166,8,13,93
Sasha Alex Sloan,4xnihxcoXWK3UqryOSnbw5,https://instagram.com/sadgirlsloan,-1,1163956,9950841,33,329240217,2020-10-16,22,2,25,92
Rodney Atkins,2qgvmDsc4jrqbAbjq1HGM2,https://instagram.com/rodneyatkins,-1,1756524,3205795,13,179486299,2003-10-14,226,5,10,91
Caillou,5UtrFOo0vH241oQGb28vKP,-1,-1,192,42642,1,5824270,1987-12-30,416,1,4,96
